SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
11570,0,Revolving loans,F,N,N,1,7706,13897,5649,5875,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.03670516207019769,-15434,-479,-104,-2760,3.1264287013579133,1,1,0,1,1,1,3,2,2,MONDAY,20,0.3725645309683188,0.5058842364573332,0.9281884299952358,0.7239779858198304,0.4319051225164913,0.06635567269821388,0.6674420698475346,0.21997080913944694,0.4334913727073983,0.2724606068463309,0.15793846463149053,0.2805157857944796,0.4948395160359115,0.43550527566256886,0.10936754037828327,0.19765705713557724,0.14817904251955558,0.23435751859085205,0.277257005893236,0.5554569153000151,0.27312433857101337,0.041374656837934114,0.2994976520713217,0.44785491901775437,0.23672090782775018,0.660793289226924,0.3094342487872372,0.10131397651852532,0.2750697860225367,0.03318425972992458,0.0927110447578782,0.28436039727408846,0.3070246489266228,0.5204199152169738,0.36639312041016325,0.12308678722727288,0.34248526228689474,0.4887346095807295,0.18602803668928006,0.06131061131801652,0.43612211239792714,0.39019868797190327,0.42502796812364624,0.1589859613414971,0.27729254714081586,0.44357912822007145,2,0,2,0,-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,10,25
11571,0,Cash loans,M,N,N,2,3941,15407,3141,11677,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.4111052012477147,-18924,-1182,-7965,-5,1.8382027104504992,1,1,1,1,1,0,0,2,2,THURSDAY,14,0.7230337942798852,0.15045185274362188,0.5109901372275159,0.582821670568856,0.4726446887057838,0.24711452993607777,0.5142636301962358,0.07889919577998705,0.30448379043456364,0.5012442780699784,0.3738557738561969,0.3487082692575077,0.22766662903943988,0.08575445346585528,0.2936783095800708,0.2628254364930832,0.0879900128584888,0.0782409551678953,0.10908055787790526,0.23555932555635906,0.250017077471587,0.2871805655598795,0.2908859636716098,0.23018985105268713,0.13376909418352173,0.20597525185775972,0.15321537753450318,0.32471032475437217,0.5372578271832166,0.506552730682736,0.17357359691391702,0.21904993782948232,0.41876984354836844,0.6268017040365811,0.2151684849104625,0.4072728778411535,0.25928685150911907,0.4213611409059345,0.23963208710086698,0.3813335591982622,0.37956752561639767,0.2925162534787206,0.47261098028839127,0.0854702759362224,0.42198971088437015,0.5118485457928699,2,1,0,0,-777,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,9,20
11572,0,Revolving loans,M,N,Y,1,13013,12471,3628,13008,Unaccompanied,Student,Secondary / secondary special,Single / not married,House / apartment,0.16897871180098448,-14342,-5183,-930,-132,8.515067283204345,1,1,1,1,1,0,3,2,3,WEDNESDAY,23,0.6952148962350285,0.9221613216921928,0.3199047154798059,0.17852636626944968,0.22709158738076518,0.22850164441935444,0.07609001574227016,0.3616816092231674,0.0663293845782037,0.5876480767582889,0.5120917679898346,0.26303113693167535,0.20660468330722764,0.2813382305604533,0.19881792033544282,0.1403657833951667,0.32146396816244704,0.13761185373167267,0.011230594123566117,0.28662067941555663,0.5884611692185945,0.4847186792580305,0.18349087842364808,0.10861230026263749,0.0747238773314676,0.12635778014643456,0.2896663811206085,0.134621912240636,0.30620985817219487,0.4735844373653556,0.09950839357708274,0.17979836236862187,0.09000103051252516,0.2237513097477917,0.36560847746085023,0.1417826870943404,0.2188824552664549,0.6810279357781607,0.11964848080654347,0.4647645148354501,0.6020270044290277,0.4538199889702492,0.071522369417361,0.22750282363071972,0.48938807691802616,0.24651964617026267,2,0,2,0,-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,15
11573,0,Cash loans,F,N,Y,1,8661,46792,3369,12939,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.200385771516616,-18222,-211,-966,-695,9.240356581530474,1,0,1,1,1,0,2,1,1,MONDAY,13,0.13196078034368758,0.8668963919024082,0.21019214977067704,0.4665164138289502,0.46653720680940464,0.2742557454103442,0.45998973062120113,0.011022702513298269,0.5433897382537207,0.3850778129484057,0.13682554977555828,0.14892100337955866,0.3748671584603033,0.19946660664271743,0.119779209696359,0.4485349162957636,0.4232563599156084,0.18125619263684442,0.31001528995625216,0.10690970898745297,0.15020684155090913,0.1205868527082844,0.7229353466867903,0.45583848850805536,0.12170460428119452,0.2849216749545816,0.5504556217971872,0.43329109379971487,0.4794831277546739,0.1717310207817042,0.6539495429740083,0.3050124033087733,0.26669117716599233,0.4045104320008626,0.5691753908653963,0.3573640357054712,0.2037604980959034,0.5303568791485448,0.46547676880505523,0.19484105626165227,0.43103185560034757,0.48672990238349717,0.0978244530813714,0.08902821311096966,0.6233163203122108,0.45175357817666506,2,0,1,0,-208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,9,10,18
11574,0,Cash loans,M,Y,Y,0,23635,23322,3415,14038,Family,Working,Incomplete higher,Single / not married,House / apartment,0.552832277623726,-10239,-1081,-391,-28,0.35224940301474356,0,1,1,1,1,0,3,1,1,WEDNESDAY,3,0.17854009065303267,0.6374337929245177,0.618680995198826,0.5949039608434513,0.47869078075009464,0.1590092272358459,0.3440394419636622,0.39329910923104705,0.21674030451899567,0.26047886964536193,0.20576763716077187,0.2263711402435378,0.31366903097090726,0.5174629275467366,0.23355387553438411,0.6250686185436422,0.31410059994733186,0.13659280093785595,0.17133314837425692,0.45180298154831444,0.3994632425726285,0.37076837813722674,0.24250012369959387,0.3322267260862387,0.28230782792326564,0.5702797988947197,0.20519259971282583,0.6454982550270668,0.48070485329494866,0.4440704494648581,0.24900164803244773,0.17425201387552927,0.09319089112011882,0.219257235778215,0.3438427581452013,0.6107663503358931,0.2195588777821545,0.4367347707571835,0.17221942410716892,0.15426501600855116,0.06992792452514654,0.21017332479186315,0.2747046460641374,0.4064145674560713,0.1658981886702438,0.18257518960536817,1,1,1,0,-22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,5,11,20
11575,0,Cash loans,M,Y,Y,0,4011,28144,1281,14808,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.18840233049048782,-16170,-927,-1642,-2470,6.26074160499138,1,1,0,1,1,1,2,2,2,WEDNESDAY,9,0.28512591438761076,0.5110805569012851,0.7699427971249371,0.12171612700106912,0.23966159175841176,0.08005910788487354,0.42980780402432744,0.07103008863945111,0.16704928364602226,0.2890894299792526,0.1559792642960784,0.039273733064138554,0.25739356978402544,0.35585372561985407,0.20104317996941976,0.12622772368355192,0.2929728050138845,0.5252027713632902,0.3701644894676444,0.39135491544099027,0.4010506381057771,0.32913536343284794,0.5309812628572985,0.19305808786811512,0.30521775155008474,0.03955325388360329,0.5910531071870148,0.3671684650025191,0.2468542989082324,0.07807363142886999,0.34215533271314286,0.13197513729930282,0.3686588506665936,0.12289926789078241,0.2779898932652223,0.19623358676231475,0.5246732257166552,0.3543283174005344,0.1624505088289471,0.15429638158367182,0.13582086321158388,0.5757609354636026,0.05496971045149113,0.6854603603988227,0.2537746895342115,0.13811787104961018,2,0,3,2,-636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6,22
11576,0,Revolving loans,M,N,Y,0,6464,22332,2206,20590,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.1034184084892257,-18185,-1396,-725,-478,0.4418085217447654,1,1,1,1,1,0,2,2,1,SUNDAY,16,0.28974751560247886,0.4876728680763988,0.7329414903044793,0.04630792853633314,0.011595570548627514,0.30383259632380705,0.22012008604352562,0.084770188218729,0.37710056202200964,0.6825643393281653,0.2432665476304282,0.40795264544281407,0.40517125790418834,0.21616439012694205,0.08941058151045636,0.10860900898697833,0.24686588744515667,0.5454826044476786,0.4270916820408521,0.2938613135979826,0.2975500075367784,0.13750406264703857,0.38004854953612877,0.21244110206449804,0.1914553605283002,0.306373938894716,0.1962678995312562,0.46609970184392335,0.1975345100601073,0.3900190026606913,0.2959184309594704,0.4794450618363281,0.1839747781617689,0.12336060797839009,0.6326982770283984,0.11943576540161564,0.15719987475215758,0.23672538641356683,0.20119938874555582,0.34544039042378144,0.18147435649762095,0.029274077672962008,0.38050894682988035,0.42450126390655196,0.1813656569627476,0.26521924887420756,4,1,4,0,-329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,14,19
11577,0,Cash loans,M,N,Y,0,12852,32575,2853,17660,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,0.7030047165199904,-15434,-409,-1530,-574,0.5302682107988502,1,1,1,1,1,1,0,2,2,WEDNESDAY,7,0.47900274941267823,0.3980764778993711,0.5984409165074533,0.08675344555990842,0.15774245923637908,0.2891046478400843,0.20597863585268905,0.09833004437926766,0.4602631110080738,0.35977529962720495,0.22559363999899637,0.349871631576826,0.26090879386047844,0.662826032269329,0.15239858892996871,0.24710222477687016,0.22597594650696282,0.393230545330443,0.31622400288161234,0.18477922092831414,0.6668475333590573,0.40173065662428364,0.48109222173461724,0.4170133015549317,0.07587855265723478,0.09668851484076618,0.15784009571012453,0.406856656564137,0.2879424199297508,0.19904276574530458,0.3266173956444633,0.14725462990150884,0.3352709066578108,0.10126429555583089,0.09938853110212394,0.4495258508451022,0.3255443222443668,0.32770072590003413,0.21113475389566572,0.40670016659152747,0.19309824782102378,0.21039111453587225,0.10736910628790393,0.13938289619988128,0.17996134620675727,0.6498140209753777,4,0,2,1,-889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,13,16
11578,0,Cash loans,M,N,N,0,8539,28744,1294,3696,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.29395726097186364,-17266,-166,-665,-38,0.7557109830926578,1,1,1,1,0,1,0,2,2,FRIDAY,21,0.3709559341595016,0.2720094196807119,0.12396573500620116,0.13263292628235093,0.22798191649245392,0.20098853429557081,0.3989306715653028,0.30902743087463963,0.6516231102801423,0.17741047437552954,0.11999456813865748,0.2662921550943282,0.23484141362767,0.1955776600087682,0.2732536870481822,0.10847718535083338,0.5984594057289129,0.2997507135482373,0.16444574972891057,0.24776582746600545,0.38047490999410444,0.1700892698392062,0.5766443881328871,0.05486084600123546,0.5781245178664692,0.504152401665972,0.7207043055937387,0.20766527711649088,0.5008665860212432,0.6260989019978334,0.14054052992450045,0.5519626088519146,0.3170319332370904,0.16332214767740474,0.20910129934615684,0.21757896032195126,0.05670411708944231,0.22172803618424097,0.2042281257487278,0.317229498773951,0.15097405331961106,0.21246936502369623,0.13745267456895074,0.2371112117630552,0.10045598891167,0.5716326025540319,1,1,3,1,-1030,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,14,16
11579,0,Revolving loans,F,Y,N,1,2278,22109,2552,7338,Family,Working,Secondary / secondary special,Married,Rented apartment,0.2776063084500094,-11942,-2277,-2771,-355,8.732083296537924,1,0,0,1,1,1,0,3,2,SUNDAY,14,0.11777162582668373,0.4374836091758815,0.7052537220992809,0.234302033438231,0.14046472710461486,0.3489282551776503,0.177613394025633,0.3467554340026274,0.04905833698789533,0.2848338488075031,0.37104292583242476,0.5016794574716601,0.6642421514746061,0.14536617962390766,0.4944894251690546,0.22933493417210218,0.08392654800548892,0.10722095932327776,0.335694270634078,0.1667655086664878,0.2810630953117991,0.19738001044483147,0.05530131401077443,0.307946059880586,0.5482098499691999,0.2033087361638756,0.36523637758141725,0.21415309972540608,0.08619991562255261,0.13194285293714106,0.39671754267804,0.38097206392810534,0.3992002483987074,0.3355646675959068,0.24523685572883233,0.24530581027139658,0.38056707306790416,0.5225305024720929,0.6362044308353737,0.3420723457130987,0.485770680913931,0.17822242079979364,0.04037050509256162,0.15982678316424792,0.10099280224637007,0.05997894121807799,3,0,1,0,-487,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,4,10,26
11580,0,Cash loans,M,N,Y,0,14499,48062,3773,18338,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.42948759546259535,-17175,-436,-706,-334,1.449674234254462,1,1,0,1,1,0,0,1,3,SUNDAY,20,0.8480266256945163,0.74725946373553,0.8235773574356129,0.340786053374785,0.19771030057732653,0.08685505637322095,0.26089172201301386,0.21858990274325243,0.14997533813380456,0.4570548224970564,0.023066491026439012,0.36289205291344107,0.7251664413554435,0.02924409130059401,0.16418894780918053,0.2010204413609673,0.34107304548745443,0.16679299652486057,0.44296545723287195,0.3660698913829231,0.3403815830396075,0.08596437679324469,0.24165320980316402,0.11150047404719549,0.3967218878761871,0.09968884880108407,0.2935601017557189,0.11814401834759285,0.3459651569788677,0.0590793753916876,0.3212544597351665,0.21946872536195325,0.07054843785319159,0.23925815105153933,0.5866226461197847,0.17949274329244758,0.3552510011426897,0.1538854605068815,0.2636213648938507,0.009913522084548017,0.19067745980274667,0.0787539066883762,0.30822158789390636,0.45243774828161937,0.28137372808938316,0.4097660722399765,1,2,0,0,-363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,7,22
11581,0,Revolving loans,M,Y,N,1,13585,11405,2715,24256,Unaccompanied,Working,Academic degree,Married,Rented apartment,0.25571102903123677,-15535,-4025,-636,-13,1.12968139439361,1,1,1,1,1,0,1,3,3,SUNDAY,17,0.6513506268628687,0.70443577331229,0.3302747666105017,0.44411243323276256,0.5509560231839769,0.059102131890389806,0.2807244544913308,0.16773694671278153,0.22920350103001985,0.4302296071929612,0.33120587783602956,0.20747376796023811,0.14965843726609382,0.7344988583852466,0.24684642054539224,0.14588833164485512,0.1427472600237216,0.2828346067243377,0.2786517496514708,0.4702167091864485,0.3204813761926466,0.09156895618332392,0.07404683156088153,0.11153527428209002,0.29387581215629954,0.45319233037681894,0.4433053340571445,0.10137616767712611,0.10893180147459816,0.18975125858149902,0.14272439653216787,0.44602074403811,0.44994768798257195,0.09476431331422897,0.20963194202605318,0.11045270106398218,0.6250265189580048,0.015722720646497098,0.6113010732363275,0.7091787215412162,0.38725699357086546,0.16623648617571832,0.2348802461582715,0.19351426513666753,0.2320160807400713,0.32807975004352996,0,0,0,4,-102,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,14,31
11582,0,Revolving loans,M,Y,Y,0,3263,20508,2912,21261,Family,Unemployed,Secondary / secondary special,Single / not married,House / apartment,0.29093009571892314,-9955,-2609,-93,-1461,1.20602133985007,1,1,0,1,1,1,2,1,2,SATURDAY,17,0.6710067717971834,0.9058836901198828,0.19359273117647682,0.36865050779287534,0.3715385218536941,0.2936489951191032,0.13416864560307185,0.18665835561691493,0.5131581146316786,0.3097451644341371,0.15771383181022144,0.2062500983062642,0.19422735791368453,0.10748197708757982,0.06592275757731647,0.1309398644887731,0.2893424329004789,0.2390466090003113,0.4678354175463003,0.05184582622818745,0.3819237227273671,0.11148460476660495,0.2934476415925525,0.25109529729860625,0.08580769470348233,0.07446533970434184,0.061758502393572404,0.2798439371550718,0.3018033834951422,0.061023617050420614,0.47031207959941873,0.06340055456263818,0.2178008736144323,0.21900738783300608,0.4747129569727102,0.16755778731131227,0.5007598504726599,0.1257197712748643,0.1804699608352944,0.03710336368980521,0.15019762112973756,0.5208791894163802,0.3229741920950251,0.3646302255477468,0.6015153649141304,0.7135369536445848,2,0,2,1,-278,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,5,17
11583,0,Revolving loans,M,Y,Y,2,4730,24092,9323,21191,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.18915239553058952,-9097,-2740,-25,-283,9.887788701077106,1,1,1,1,1,0,2,3,2,THURSDAY,7,0.26568854422388655,0.28981264925345224,0.4287150949905988,0.3098351777775852,0.2901795095531774,0.3883382391031855,0.24782753436790178,0.19558893229392085,0.2129121045236691,0.6740325773160664,0.4883988736446634,0.29248761663942524,0.40749791217086334,0.3625533367224501,0.25576522853735534,0.09825999290499352,0.329770806182016,0.13145623253349745,0.36559204928603517,0.18452162006996206,0.7299706289597887,0.08720343421053488,0.10389650968714471,0.1920229681420637,0.5602068498525846,0.36674371850322934,0.20224004911594876,0.36817027164479504,0.34578826533447793,0.7244734875241127,0.25807653943748166,0.4136229063839414,0.08339911979610051,0.18354406813603094,0.35132579223081306,0.35411930832194377,0.06379008055535997,0.09525472868258636,0.5072681933018254,0.2805767980079184,0.12063055500298438,0.47130209652770194,0.33499193897407475,0.2546966580341795,0.4400849445934603,0.4869613326040092,4,1,2,1,-98,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,9,18,19
11584,1,Revolving loans,F,N,Y,3,1916,11089,1065,42381,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.2642514055195243,-12577,-754,-1601,-1160,0.4067224729729998,1,1,1,1,1,0,2,1,2,SUNDAY,0,0.8599430943659272,0.8322876985230657,0.686231257470472,0.5922643820621815,0.19541647897157413,0.021271205747446703,0.362561067783158,0.26773023211783137,0.24863885773210026,0.22574516208472106,0.2802014864422421,0.21007369256335723,0.394307400386594,0.03804694859287383,0.5067338228784991,0.14935716982695876,0.27330369042391134,0.1517197338468283,0.4157931371836884,0.5284708783213425,0.21673502460193936,0.4702875473737677,0.4171474918894579,0.10998403538584772,0.5205461095194329,0.13456078503912622,0.07114600856228956,0.42718054355734,0.4893277989253511,0.2644846425697886,0.42611486029316953,0.11005799385969696,0.13749164753495066,0.30668409193087737,0.1455732685333929,0.21611238438219488,0.3335986107303377,0.33177368907806093,0.12088988514551458,0.39469157577681774,0.22880044554851453,0.24566969468081182,0.09874633455562123,0.07562389224941228,0.34503766611060543,0.5289032674850962,4,1,2,1,-882,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,4,5,16
11585,0,Cash loans,M,N,N,2,6030,30556,1671,8637,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.42335531587954756,-12404,-724,-1502,-35,2.3178491058105717,1,1,1,1,1,0,2,1,2,FRIDAY,5,0.5427487880360033,0.35747356695883314,0.27539143666279237,0.2641689142113111,0.3227036153523805,0.17954984057159876,0.25314654594976416,0.24969942970689543,0.16559702724796968,0.3983376429491774,0.31596466752600966,0.5133526228101107,0.3667778641511685,0.19746906370076936,0.3175501824156505,0.2778426519792782,0.20684371447551367,0.24267899881002547,0.36483959604345456,0.39598029707798565,0.04888585906935678,0.5040343717801191,0.18264878909666682,0.18269742095819003,0.028086133669921392,0.02414925744043092,0.3881682638306119,0.30915297710290046,0.535268453606978,0.43130169984590777,0.10098235161160547,0.18182252159320364,0.3599665780057685,0.20334291425168416,0.052171267408569075,0.5654785072365637,0.3282727618677992,0.37052512276642774,0.1433124666320304,0.2567983290024188,0.33140247494258535,0.20043149830977708,0.24178264822628845,0.08723171433447152,0.1345638895184012,0.19513573048034683,3,0,1,0,-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,12,16
11586,0,Cash loans,M,N,Y,0,9965,13158,3463,8485,Unaccompanied,Working,Higher education,Married,House / apartment,0.10992084434533306,-13729,-2137,-1370,-333,6.1408722425018265,1,1,0,1,1,0,3,2,3,SUNDAY,18,0.39981222266090616,0.7901733843696599,0.8105939420781184,0.08608983121994673,0.6441623795456051,0.0933650073352338,0.26911900140001466,0.06307157527595189,0.49322887274765015,0.07838703042079978,0.5025116214216983,0.176717547986771,0.45832862314970585,0.43890192838255904,0.2396293787070466,0.38120945824867064,0.23846679100192844,0.23093776436232422,0.2822378781557452,0.027817763543943073,0.2638293295130009,0.28672872471452876,0.3036967009437968,0.1690231633103156,0.6238377797730156,0.5464531088526676,0.3384930541366676,0.026287219763154627,0.23922134099930653,0.34989576915072856,0.32066827019178556,0.6371421514481732,0.4052279374777115,0.3401530396963164,0.1410457414603914,0.42207137712730136,0.143673751479023,0.5001893000851996,0.19838601394684127,0.07708567224441222,0.3274853042831987,0.2819508901040101,0.38436568411236904,0.17905484296667887,0.15373565448200982,0.4827082804153805,3,1,2,0,-421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,21
11587,0,Cash loans,F,N,N,0,12438,20463,1867,9304,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.34008188716502064,-13517,-1403,-250,-991,12.711946227205832,1,1,1,1,1,1,1,2,2,MONDAY,16,0.2620623331767796,0.5184422406345275,0.13597365412032583,0.19210726032748063,0.21358520202534287,0.32492342059675516,0.30576605940421914,0.17178697071426502,0.5204959562555402,0.09953736993016206,0.1434644215866932,0.20026418028089188,0.3519225916189608,0.4389958583205471,0.46329306153430866,0.2867197757153153,0.5288247240865811,0.3882953291476231,0.27461622598179164,0.2057437363275775,0.09093791330946382,0.21466755701922396,0.2832944289069662,0.2834788425695842,0.1322659608798264,0.10182956514653492,0.24929706777053018,0.04996834123931171,0.2079866093909948,0.07630810620780325,0.43089590447598314,0.34573165542571344,0.3340829624273651,0.20228995282070453,0.41125860437200595,0.11529621500954636,0.13016083439130358,0.3037279331368258,0.17891158764100826,0.18929129921868967,0.1506240459920799,0.3631210729362107,0.32819195522489264,0.03428349738097772,0.13328201881319185,0.12700103746281355,1,0,3,2,-39,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,8,20
11588,0,Revolving loans,M,Y,N,0,3322,26334,5435,7142,Unaccompanied,Commercial associate,Lower secondary,Single / not married,Municipal apartment,0.1881535597414328,-18086,-3685,-366,-184,24.09542063774207,1,1,1,1,1,0,4,2,1,FRIDAY,3,0.36245559581375586,0.6433210754601186,0.7113413194620962,0.24339928338175615,0.33810384568284635,0.3230155182310888,0.13572705291700032,0.03964011738182733,0.29721462545941946,0.18607524552612686,0.20811127820652428,0.4429950308873108,0.23019565921748708,0.06729829496932119,0.25359500429430404,0.2797724745678049,0.2471444470002177,0.6338238817984256,0.08806396641619796,0.48820227555062773,0.15822742140512877,0.3729419307653993,0.1887804803375025,0.3556674913943095,0.33582354434584727,0.13128424363947738,0.32768572457345113,0.18903063792744804,0.33615887309575293,0.43994320866728637,0.06691766355721727,0.05975323190138994,0.17869256418683038,0.48440642351137164,0.08659576526936924,0.2994095442363132,0.1556775013911063,0.28854711576294434,0.418843435547008,0.5892071501307945,0.06847802623471767,0.44232294160722063,0.18494385697579668,0.4626216042933187,0.23554448798085598,0.12399957833874457,0,0,1,0,-138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,6,5,24
11589,0,Cash loans,M,Y,Y,1,7279,13692,4615,13213,Family,Working,Higher education,Single / not married,House / apartment,0.6362953234561448,-12811,-159,-280,-557,0.02825489640084547,1,1,0,1,1,1,0,2,2,WEDNESDAY,0,0.6271504201756763,0.8363651566479282,0.18234297625880908,0.4193130566815266,0.2893103926906385,0.1437862999248786,0.16013819692209247,0.07220858022158633,0.648131197998898,0.041502196533899076,0.1825303919648438,0.09250194286235468,0.2617417445314657,0.0686150251256155,0.36329923045460555,0.3272097419658291,0.15559739579494178,0.6084706427802739,0.24546722066693996,0.024803550688412928,0.5891921951463587,0.16461347024643294,0.4337083273751299,0.07374223869472939,0.2229769983632803,0.5005596710056943,0.16763167274245033,0.2832131700658171,0.5061810487088235,0.21246676127533862,0.28989296894134614,0.3141199660247771,0.39370267720306784,0.299907115635869,0.2861619362038615,0.1620273507793414,0.20966298447461826,0.14741914143018675,0.07568416832250748,0.5527720766437875,0.1450725570798696,0.14943020124343442,0.483785451333593,0.3477764899986417,0.1792943765361867,0.6946315018417941,3,0,5,0,-511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,7,18
