LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_AMT1,BILL_AMT1,PAY_1,PAY_AMT2,BILL_AMT2,PAY_2,PAY_AMT3,BILL_AMT3,PAY_3,PAY_AMT4,BILL_AMT4,PAY_4,PAY_AMT5,BILL_AMT5,PAY_5,PAY_AMT6,BILL_AMT6,PAY_6,default
184166,1,1,2,44,2183,67704,1,1120,18806,1,2067,47209,8,3197,48683,0,10136,37393,2,1788,31799,7,0
63730,2,2,1,55,3085,39076,0,6145,44846,-1,798,31321,-1,1472,-9481,0,6454,78216,1,181,72580,0,0
386824,2,4,2,24,5293,32734,2,8573,39661,1,491,45726,4,4746,28530,0,3033,49794,5,10790,42524,2,0
100551,1,1,1,37,5227,11131,2,6371,36081,5,2754,35016,0,6339,49540,3,1865,63367,0,8156,14419,7,1
13497,2,2,2,62,14968,37137,0,5160,51453,2,9260,45359,5,12417,61987,0,4363,80226,-1,5034,31192,4,0
112755,1,4,2,35,9744,5253,2,1839,17689,3,3794,4661,0,374,27314,2,14,16415,1,283,2972,1,0
39319,2,4,1,35,7898,32611,1,6206,24397,1,2999,49742,2,1469,31700,1,6603,91981,5,3553,24826,-1,0
115940,2,3,1,42,15144,81289,1,4645,37215,4,1921,50800,1,7495,35230,3,8108,59462,0,13594,60053,2,0
7218,1,3,2,35,1311,53276,0,240,15976,0,853,50579,0,7461,37302,0,649,63241,3,564,25539,0,0
19222,2,2,1,21,4799,35804,0,11908,64618,1,23075,20251,-1,1191,57088,8,2576,26597,0,3566,92848,0,0
193611,1,2,2,46,10910,53962,0,416,24024,1,130,25797,2,1021,25230,0,783,54484,-1,8133,-12259,4,0
25770,2,2,1,21,4892,29569,3,3492,55726,4,1868,22628,0,2287,57296,1,14860,23975,1,5411,31132,2,0
181425,1,3,1,30,18953,23986,0,3598,22489,0,7334,46599,1,324,68375,2,8743,42992,1,2508,42257,6,0
32749,2,5,1,47,528,74082,-1,9070,54083,-1,3675,53164,0,6553,32126,1,101,46736,3,11128,41215,7,0
102968,1,1,2,31,2893,17154,8,12213,7823,8,1883,26068,2,5540,31402,4,17597,35223,0,3744,51262,1,1
118466,1,3,1,28,18940,32917,0,14040,68172,-1,24626,66312,0,9785,43150,0,764,63011,2,10157,34508,2,0
71878,2,2,2,43,2386,46120,2,4216,62702,0,4827,66047,1,2811,28270,1,438,29602,2,4728,65062,2,0
36429,1,3,2,26,6726,21275,5,5682,28948,1,1748,42759,6,5063,38241,1,165,-243,8,1876,15406,0,1
23907,2,1,1,22,154,53012,1,463,23487,1,9417,47417,5,15390,10606,1,7818,35124,0,11449,35241,2,0
3375,2,2,2,37,5934,33868,3,3346,49156,3,813,6408,0,15946,57114,0,12968,65070,-1,10587,17712,0,0
36232,1,4,1,33,13638,53278,8,11406,9477,1,3114,29419,-1,368,73260,0,502,89117,1,1831,30099,4,0
105889,1,3,2,22,2412,51719,4,3041,40695,1,9150,14952,-1,9,26535,2,20465,66314,1,1218,34858,5,0
278554,1,3,1,41,107,35139,1,360,23848,0,20570,21800,3,16092,7075,0,1897,61337,0,19266,52370,0,0
204952,1,2,1,39,141,74213,0,1119,34913,1,2414,50290,0,3831,58417,3,5679,32426,2,3208,19732,2,0
145271,1,2,2,31,11129,26693,1,2806,27123,0,743,55121,0,6026,31630,1,21439,86068,0,30224,34433,2,0
155328,2,2,3,32,6409,66977,3,1355,24032,-1,4184,55957,0,12186,26643,2,42,53686,0,1463,40418,-1,0
109357,1,4,1,39,564,63498,4,2490,74095,6,14411,44833,3,2838,37560,-1,3956,54466,1,534,42883,0,0
30149,2,6,2,46,280,75417,3,2024,55610,-1,5477,50467,8,2904,15583,-1,5335,52564,2,38,17775,4,1
237725,1,3,1,32,8169,43481,1,1920,10402,2,4608,8217,3,913,49640,0,2320,16834,4,1871,44671,0,0
111088,1,2,2,41,8299,24228,1,477,22483,5,1850,14209,3,11813,14707,3,582,47677,2,4395,63341,3,1
82198,1,4,2,40,642,81535,0,10715,57148,0,4661,35815,2,5215,16312,1,4852,10906,0,1430,63102,1,0
11764,2,3,1,43,1794,33305,-1,5899,59373,0,10800,51949,1,993,16043,0,240,56539,2,4287,34438,2,0
59249,1,3,1,35,7571,23729,3,4882,12298,1,2354,31054,2,4102,43279,3,12848,46723,0,290,50390,0,0
61684,2,2,1,25,3726,36204,0,4662,53972,0,1385,12784,-1,1988,3726,0,3100,27359,3,17615,36754,3,0
199925,2,4,1,30,15684,20366,0,2525,45300,3,3278,26164,-1,796,81765,0,12055,62524,1,2133,61304,0,0
79108,2,3,1,38,3279,50522,3,8666,1166,0,2359,21330,2,1003,32489,3,9056,32832,0,18117,53566,8,1
47868,1,4,2,53,5649,27886,-1,13299,31936,8,3173,5510,0,4096,-2324,-1,18,33314,2,3824,16803,1,0
376361,2,4,3,30,3564,34250,5,28,37276,4,503,84487,1,4154,18785,0,3073,50679,1,3139,36938,0,0
11734,1,2,1,43,14320,59355,-1,412,40969,4,2048,64657,3,7801,51975,1,10937,39683,2,469,26864,0,0
54913,2,4,2,31,2542,52473,6,5619,13588,-1,8759,486,1,1424,66966,5,2327,44668,2,442,38096,-1,0
4293,1,4,2,36,1305,40311,1,1346,24739,0,2556,1558,3,12374,43263,0,1952,60646,0,3604,16947,4,1
134670,2,2,3,50,1977,43417,0,12135,27541,0,17193,23880,1,3655,41712,0,5785,25232,8,1916,37625,0,0
250197,1,2,2,42,9578,40245,2,5504,29286,2,6169,10213,0,1141,9396,8,6104,23538,1,1030,36915,4,1
32855,1,1,2,22,3445,31376,4,2296,29620,-1,2278,87652,0,2666,69777,1,5152,35344,8,727,37467,1,0
195433,1,3,1,29,2186,39949,1,2683,37347,3,1449,23953,0,12843,51118,-1,2257,38741,0,4089,45074,2,0
34561,2,2,1,47,3929,49816,2,5870,46192,1,5781,47230,-1,3251,46421,0,328,52842,0,1792,9160,3,0
241653,2,3,1,36,714,37476,8,759,75484,1,1800,29884,-1,10385,40338,1,12820,78835,2,8196,55611,1,0
140226,1,2,1,23,26,48395,0,10745,57417,1,13079,16656,0,870,50620,-1,1907,39144,1,470,56792,1,0
163427,2,4,1,26,1646,23266,3,23,66337,1,618,60946,0,12264,23998,2,7939,40724,1,40,68114,3,0
1817,2,2,2,42,4644,27922,0,19303,30384,0,145,53096,0,2816,58786,1,2166,26969,8,14234,38062,1,1
329172,2,2,1,44,6218,25313,1,917,19921,0,1248,38808,1,13754,56067,2,3413,24542,-1,87,45204,-1,0
129707,2,3,2,35,8761,28697,0,6776,56028,1,4664,87638,3,10052,38037,0,2339,53545,1,9828,60917,2,0
36348,2,3,1,59,13063,65743,1,203,39675,2,9007,44701,0,5393,34558,1,424,40780,0,10616,25956,-1,0
176840,2,2,3,43,2656,54520,-1,2823,54606,0,932,30870,3,5586,-3168,5,1998,64940,1,14670,49834,1,0
33061,2,2,2,32,6745,18461,0,4975,22353,3,4394,78305,0,1188,5355,0,15581,62763,6,3413,25264,1,0
206163,1,2,1,26,388,48749,1,364,52971,3,778,48077,8,4616,50915,-1,584,57388,3,4887,50342,0,0
11943,1,4,1,25,296,32188,2,2928,36495,0,4141,72558,0,3986,58094,8,4057,10780,0,2280,47852,0,0
121633,2,4,2,38,666,26352,2,1805,30781,1,91,39218,3,2033,61401,-1,17273,53666,2,17832,22083,1,0
77804,1,3,1,30,2976,10285,1,3448,32664,0,4080,-20288,0,3522,13056,4,103,21304,1,6580,50214,1,0
10151,1,4,1,51,1186,59438,0,3511,49808,0,3688,8824,7,13235,85869,3,358,2321,1,6375,31238,1,1
27693,1,4,1,49,1690,12722,6,7690,55482,3,218,61654,3,26,60005,1,11990,44418,0,2180,36763,0,0
1248,2,2,3,41,5218,38960,0,659,32671,8,5846,28218,0,2698,28530,2,6650,67159,1,1791,56290,0,1
63255,2,6,2,23,2219,21073,0,431,46886,1,4246,45066,1,2029,43266,0,3940,54234,1,4075,61544,2,0
35848,2,4,2,28,4075,55516,1,2569,46816,5,4878,62676,-1,16250,6052,3,3846,22365,1,424,48299,1,0
91219,2,2,2,47,2658,33312,2,10924,54766,2,3772,43589,0,18227,27661,3,18421,95929,3,2714,40257,0,0
35273,2,2,3,29,925,37310,-1,9664,59738,1,6400,22811,0,4405,50765,-1,105,56333,7,3796,54102,5,0
35655,1,2,3,46,384,37985,0,4104,76224,1,3722,39778,1,3992,41253,1,1576,23165,1,6935,33491,0,0
135943,2,2,3,39,1347,46051,3,10980,30696,0,12772,42138,0,11676,74862,6,1905,-912,1,4239,57906,0,0
4934,1,4,1,35,297,40260,1,8182,69200,-1,14368,31836,1,32,10411,7,636,35908,3,2471,27651,3,1
233196,2,3,1,27,4819,39134,1,1628,42341,1,6485,12300,2,4130,37657,8,2209,720,0,141,35647,0,0
191232,1,4,2,34,7941,29631,6,932,18103,1,12138,32890,0,124,17267,2,2313,19404,3,6162,21419,0,0
110203,2,4,2,36,2075,8505,-1,1791,26990,1,12829,38143,0,17235,70701,0,15946,6019,0,7301,38318,0,0
89948,2,3,1,45,2447,17628,2,1288,49319,2,1519,11136,1,1929,45307,1,2917,24927,1,9628,70320,0,0
222842,2,3,1,26,8469,54369,0,4873,54475,0,25521,21638,-1,3678,40168,2,13649,29328,0,1104,70470,2,0
20497,2,1,2,32,1259,33883,-1,4396,19674,0,1556,25662,0,2702,37337,0,8304,22525,0,3514,72566,0,0
8226,2,2,2,35,634,26719,0,4561,24722,1,93,2792,1,11203,22458,3,6674,86004,2,3084,27179,2,0
27379,2,3,1,41,3476,11885,2,1049,29337,0,16380,42564,0,43055,63968,4,2006,36265,4,7152,94152,0,0
158269,1,1,2,25,5194,5607,-1,7847,22732,5,1266,44739,0,354,43412,3,2784,66562,1,3495,63663,4,0
3528,2,1,2,21,4577,25935,1,2842,2398,2,4386,29113,3,6584,44895,0,227,51385,0,7993,60376,4,1
87420,1,4,2,41,6256,57761,7,3197,-4386,-1,17645,12627,6,2294,51646,2,2368,35859,0,432,44987,0,0
538988,2,3,1,21,292,28858,3,28982,32363,2,253,48139,3,748,22764,-1,10216,30437,-1,275,8758,1,0
193583,1,2,1,47,2794,48009,0,1658,45041,1,1568,50921,-1,2599,79905,0,7602,67020,3,1550,27470,3,0
73698,1,3,1,33,1362,27938,0,2505,53111,1,4692,41971,0,31453,71390,3,8260,19276,1,3215,31650,-1,0
6575,1,4,1,21,7117,52777,1,5642,12753,8,7189,40831,2,2212,39280,3,1252,27462,8,6956,37021,1,1
178006,1,2,2,30,10307,32964,0,10618,13093,2,8234,51878,8,1624,33978,0,1178,27164,3,2274,31455,8,1
91374,1,1,1,38,1651,15362,8,677,29441,4,10764,38090,0,9359,52792,7,5443,41494,2,6756,39443,0,1
12209,1,5,3,29,500,34620,8,6640,40066,5,922,21644,4,10122,62403,0,5267,21825,1,8900,49563,2,1
9855,2,2,1,35,1461,76680,1,12522,60175,0,2310,38594,2,2069,75005,2,1086,58734,0,3491,41512,3,0
240380,1,2,1,42,549,75797,0,2748,54354,-1,6263,32158,8,1773,52896,4,6358,61494,0,15860,35996,2,0
110624,2,3,2,32,1946,49730,5,1689,32643,1,6281,38593,-1,5210,42731,1,2359,25644,8,825,34789,6,1
176777,2,4,2,25,3863,37258,3,5661,47203,3,1841,57685,0,1148,42742,1,10893,50548,0,1752,68349,3,0
211179,1,2,1,32,18187,46078,1,1412,23129,3,1813,15958,1,3305,2386,0,2266,23198,0,30078,32274,6,0
84810,1,2,2,49,2548,46337,0,2424,41486,3,1933,43549,2,761,31394,0,1306,43576,1,912,55574,0,0
72866,2,2,2,51,1242,39202,1,11360,38751,1,11131,14948,2,1817,47224,0,1089,63401,1,12113,40432,1,0
56286,1,6,2,21,912,48818,5,4462,68086,2,12012,21636,5,1765,-5154,1,11423,42065,0,12642,2693,0,0
38118,1,2,2,45,949,44164,0,498,49871,2,74,71476,3,5935,43598,1,9831,37898,0,5100,86402,2,0
57021,1,3,1,37,1069,33680,3,2000,24584,0,1965,49146,-1,1658,23759,3,2774,85753,0,251,64646,0,0
148668,1,5,2,44,7183,16094,-1,4934,24788,0,2488,43218,1,11438,71540,0,1376,47205,2,3560,85280,0,0
92111,1,2,2,29,314,30798,5,3284,33338,2,20195,6830,1,20386,34306,3,1674,23137,1,358,57672,0,0
223048,1,6,1,21,29766,55990,1,5399,8710,2,14427,35285,8,422,34727,2,2430,21582,3,2013,41096,0,1
58587,1,5,1,40,3697,39370,0,7165,35399,1,4948,-1455,1,2534,37251,2,226,85586,-1,87,51495,0,0
93417,2,4,3,25,3929,46005,-1,3275,37126,0,234,40745,2,1796,39906,0,348,25187,0,234,30452,3,0
99779,1,2,1,21,2212,34339,1,21695,49330,0,1061,15060,0,2169,55856,0,13118,25972,0,5973,22973,1,0
89574,2,3,1,21,5860,18808,0,12306,52242,2,2847,51156,2,1541,33113,3,7264,40535,1,20155,81905,0,0
121279,2,4,3,41,3188,35227,2,308,41978,7,15975,43226,0,2411,40468,0,8409,54637,1,7629,34297,0,0
27106,2,6,1,36,1995,19550,0,1549,7400,6,497,15678,2,762,55975,0,3256,15188,0,2521,42786,3,0
71818,2,2,1,42,1540,18274,-1,1787,15579,1,7835,47631,4,1641,40170,7,2270,34429,3,2057,49418,4,1
11006,1,4,2,41,12994,64112,1,1018,27897,4,1060,81867,-1,6888,53108,8,482,13172,5,25488,35313,4,1
48533,2,2,2,30,1719,31598,1,1869,53045,-1,3544,35945,1,2108,31088,-1,4083,36942,3,1318,59272,5,0
66878,2,2,1,34,2866,25170,1,2765,52370,4,7282,57606,8,1164,47020,2,6800,56430,2,197,38009,3,1
105619,2,3,2,29,2156,72359,1,264,35011,1,5896,-2059,0,573,66179,1,1090,34977,1,1513,110412,2,0
300641,2,4,2,32,450,56299,1,680,87194,3,7474,49353,0,2138,52049,1,2464,79387,0,2090,1884,1,0
91791,2,3,2,25,1028,32569,1,505,71231,-1,8399,28614,1,5155,2579,0,13107,23065,5,3347,26642,0,0
136099,1,3,1,38,1050,48552,0,237,64798,4,1824,34619,4,1460,51107,1,9281,44355,2,5983,61538,-1,0
70575,1,6,1,45,5915,35284,0,3284,54013,1,2263,51902,1,2744,16920,1,8004,66148,4,5336,8592,3,0
100540,2,2,1,26,2609,26146,0,2030,49170,0,8457,35130,1,15224,21500,1,201,60178,1,4951,43930,1,0
7357,1,3,2,47,7615,49493,2,13701,47711,0,197,7651,-1,4018,49837,3,905,92852,1,10951,33357,4,0
29355,1,2,2,36,6171,33513,1,542,3899,0,3612,70544,7,3795,20608,0,1826,46475,-1,4344,37661,0,0
44918,2,2,3,37,1066,41509,1,13020,18974,1,12653,10995,0,2637,17803,1,1809,22102,0,967,64224,0,0
63959,2,3,2,21,4138,60427,3,452,35557,0,10814,23209,0,4069,39930,4,690,41676,0,2239,42916,-1,0
4672,2,5,2,21,6791,58224,0,4827,42557,1,8155,42562,1,20856,27731,8,1708,23237,1,5579,24983,1,1
15085,1,3,1,36,5012,28998,1,1423,37510,3,108,42748,1,1463,7404,2,2794,42410,1,3724,60376,1,0
32408,2,4,2,42,4581,49720,-1,8766,45445,8,10932,48559,1,14230,51107,1,252,64670,5,4323,44671,2,1
355899,1,1,2,28,6727,17442,2,317,-2066,0,12133,42665,2,807,59708,3,2580,53933,1,1771,12389,2,0
40249,1,2,2,51,292,49008,2,15235,50113,0,5448,62968,4,588,58094,0,3431,37911,3,1699,26621,0,0
65785,1,3,1,42,6573,42969,3,242,41242,0,1775,49805,-1,5316,22033,2,208,26261,0,2992,38318,5,0
21827,2,1,3,25,1591,47579,4,1379,36251,0,3366,16285,1,1446,48218,-1,5607,46502,1,172,55374,1,0
94361,1,2,1,35,4241,34051,3,3119,58546,3,7190,-11961,1,2938,30118,2,415,50595,1,2834,37433,1,0
32945,2,3,1,59,1387,81681,3,7054,19089,1,8384,43021,-1,6540,14650,3,5219,14920,0,3376,59120,1,0
23192,2,1,2,22,9126,21974,0,15091,35262,2,2102,69322,3,3826,25053,-1,25649,19617,0,310,41419,4,0
72685,2,2,2,40,3275,59431,0,2793,45688,0,1973,14952,0,69,-16386,3,312,34207,1,166,26445,2,0
552,2,3,1,31,5149,19366,6,7079,22939,2,6662,19001,0,1825,18854,0,1588,13369,1,45,41141,0,1
769,2,3,2,42,7901,50086,5,6494,-66,8,5797,47097,-1,334,10665,0,692,3781,5,2245,54590,2,1
24726,1,5,1,47,11284,51515,1,4233,16939,1,3599,49659,0,13026,44058,3,2304,19387,0,3448,36313,4,0
3741,1,3,1,31,6585,41099,0,5870,38705,7,2725,62445,0,7915,45829,0,9016,47651,0,948,17962,3,1
11431,1,3,1,46,805,30093,4,194,35019,-1,5352,72822,0,20626,6205,2,13256,42038,0,11298,43934,-1,0
41379,1,5,2,57,9639,42822,0,2913,39634,-1,164,44721,2,10818,56559,0,9154,31103,3,4376,21833,-1,0
162245,1,4,3,35,4819,45340,0,7705,26814,7,393,21465,-1,3224,27844,0,5873,21276,0,4551,69983,2,0
84874,2,2,2,42,4700,75798,2,3214,13754,2,4255,22077,4,10710,18612,2,6315,47375,4,340,62778,8,1
71880,2,2,3,29,12713,22553,-1,10337,42740,0,1180,29127,0,5580,4193,0,641,46328,6,418,35324,1,0
34741,1,3,1,35,1430,28881,0,8967,36669,0,7453,60624,2,3717,23982,1,1429,64857,0,3513,49137,1,0
268463,1,3,1,33,1369,45694,3,9955,52756,1,7400,29998,-1,2315,37215,5,2261,-10226,0,7188,38233,1,0
50586,1,4,2,42,3599,34878,0,696,25046,2,6188,59231,0,5712,59915,4,257,5080,0,9121,70072,1,0
9112,2,4,1,47,6948,37999,6,1399,-417,3,11696,9503,-1,4459,37894,4,8619,58762,4,3894,7799,0,1
95989,2,3,2,33,2964,61407,7,150,-12089,-1,758,45743,0,4761,33702,0,1476,49470,0,4448,43898,0,0
12085,2,6,2,50,5024,-16405,3,20314,31970,2,1500,24978,1,2552,51609,2,268,58683,0,4765,20948,0,0
42346,1,3,3,50,3012,28041,8,1346,42558,1,1453,50442,1,6722,42801,3,379,22157,2,1858,48458,1,1
70808,1,2,1,43,4713,5152,1,2287,35353,1,7625,34874,0,424,9898,5,17449,32217,2,18525,2336,3,0
207324,1,4,1,29,8637,16083,1,1607,28696,1,3683,55950,2,6476,31265,0,12151,14447,0,18608,46578,-1,0
68032,1,2,2,28,995,88092,3,203,8172,1,1456,31301,0,6560,28499,3,15939,-6703,7,4901,78778,1,1
121153,2,4,1,26,5943,51963,1,1514,2212,0,733,39480,0,3627,37001,0,15698,42791,0,2380,29083,1,0
493601,1,6,2,44,7742,59031,1,516,47345,1,11175,56161,0,1527,30493,-1,8033,68313,2,9471,9847,7,0
14097,1,3,1,22,2962,38389,2,2506,35447,0,5890,37962,1,3662,23870,1,1614,36648,2,963,53197,3,0
32121,1,3,1,41,1952,55174,2,17029,32729,-1,3759,41166,8,656,69297,3,1963,25673,3,4626,33676,0,1
50182,2,3,1,24,68,4668,3,5990,9164,0,16829,55209,1,1678,39095,0,2570,17607,0,7783,58870,2,0
54788,2,2,1,43,7975,60765,2,6136,20674,-1,9471,38464,1,2734,49537,-1,7685,62277,1,20,61984,2,0
52936,1,2,2,35,1987,23603,2,3018,40902,1,980,8303,-1,5592,37652,0,13070,41621,1,2826,60634,2,0
238174,2,3,1,48,2210,29373,2,8338,45692,-1,3547,28579,3,1036,56304,0,2901,42425,-1,1518,39486,5,0
125187,2,4,1,46,2047,50103,1,11945,36715,1,3328,1530,0,860,38183,0,1793,11121,2,8004,76478,1,0
93625,2,3,1,49,3453,46328,0,16291,67584,8,9298,35001,2,4679,59447,5,1390,21663,3,12858,55889,0,1
37015,2,2,1,49,6061,41692,3,521,28490,-1,807,49426,5,5690,-17405,2,1481,54696,3,951,25530,2,0
173608,2,3,1,36,7389,12738,-1,10586,65737,0,3005,42491,3,436,41993,0,34,29474,2,990,26995,0,0
310243,1,4,1,23,2492,41996,8,1274,44337,2,5060,67893,2,168,45221,0,1333,26969,1,16335,66086,0,0
172147,1,3,2,24,5439,59211,3,2531,42162,0,14525,65653,2,795,46092,5,1747,90190,1,3586,53377,2,0
156,1,3,2,21,6377,29350,2,2119,58650,1,11476,45134,1,11564,18323,4,7471,41391,2,514,25575,0,1
101170,2,4,2,24,1761,66298,7,5621,27517,0,3816,-7843,0,5583,25546,2,3976,36553,-1,395,32849,2,0
5248,2,3,2,35,508,22546,2,4555,33415,0,4666,53426,3,12693,19133,0,2010,37284,1,16663,38723,3,0
29787,2,3,1,29,11253,40130,-1,577,15529,4,9566,24565,1,5463,49741,3,4545,26439,-1,2827,56406,0,0
6136,2,4,2,33,5652,70706,1,7635,58704,0,6820,57624,2,16796,58085,2,7763,38549,1,14250,35539,-1,0
92582,1,2,2,39,5222,26372,0,2895,46710,0,10573,46253,0,2889,7122,1,4708,78802,0,4300,66294,-1,0
116024,1,6,1,31,303,61079,0,11,61955,0,11313,53121,0,4570,44103,2,364,48261,-1,6403,47238,7,0
12158,1,2,2,23,8515,79493,1,2676,44097,0,8936,50033,3,4596,22707,0,1378,8092,2,1635,67262,-1,0
48424,1,1,1,34,4174,43420,3,3631,62060,0,47,87803,0,15,74951,6,1683,31253,2,349,17069,5,1
60924,1,4,1,26,9415,29459,1,356,25054,0,1862,50423,4,139,51252,8,2254,42085,0,7712,70004,8,1
46053,1,2,2,32,18357,24545,1,819,59744,2,2583,14397,7,784,32961,0,124,9873,-1,921,63395,-1,0
12899,2,4,1,48,15744,66092,0,25235,32043,2,5664,61426,3,3578,37301,6,6818,30642,8,6299,41500,1,1
54291,2,4,1,32,9692,65533,1,10247,40050,1,1832,31391,0,2815,65941,3,3177,20779,0,392,29498,2,0
139101,1,4,1,52,55,68986,0,715,54567,2,1954,66903,4,3879,41143,6,11344,32076,1,4282,66046,-1,0
7365,2,6,1,49,10845,39343,0,4341,86556,3,2555,70857,1,8059,4227,5,3645,41400,0,6995,30830,1,0
8357,1,2,1,29,390,60756,3,2384,56401,8,15542,52436,0,8636,70346,0,22183,53973,0,96,39893,1,1
43815,1,4,2,23,9525,39023,0,3923,58286,1,2873,14447,-1,18864,56256,0,6031,16922,1,2458,50105,1,0
284259,2,2,2,34,1643,22338,-1,3179,29092,6,758,30793,0,4077,29252,0,10895,38286,0,4438,17288,1,0
110434,1,3,2,46,4708,62483,0,246,43139,1,31,66815,0,2132,52014,-1,18112,33454,0,8004,36345,2,0
113528,1,4,1,30,194,72677,2,1894,38082,3,1349,79980,-1,1841,27730,0,3190,35595,2,1492,21567,0,0
44929,1,2,3,44,7374,19587,3,670,68153,1,13968,41238,8,2083,27199,0,5013,23612,0,8470,8875,8,1
90056,2,3,2,47,592,19211,7,3356,37081,4,15504,34504,3,1956,37577,0,12269,39050,1,5219,81680,0,1
1018,2,3,1,27,2643,40799,2,11892,66570,1,3764,16397,2,2495,52000,0,4281,49873,0,2129,26899,8,1
101086,2,3,2,28,8503,59122,1,27054,13967,2,5197,16659,0,389,49409,-1,271,12163,2,1780,52478,2,0
244515,2,6,2,42,5942,17323,0,14434,67975,1,7946,44655,-1,5017,58766,0,5969,74568,2,6053,81888,2,0
94822,1,1,2,36,30,44540,0,21236,22771,4,287,54014,1,4197,49496,0,13723,58832,2,6438,27333,5,0
206908,2,3,1,28,2579,28191,2,76,57077,8,2344,10252,2,3099,69066,4,7597,8508,0,5067,14794,4,1
128725,2,4,1,31,214,54016,1,6536,22713,0,5139,56586,7,422,74487,5,7833,68936,6,2936,75240,0,1
12846,2,3,2,34,5596,24042,2,1593,52366,1,11426,67445,3,489,46043,0,412,70291,2,111,21368,2,0
232742,1,1,2,21,17360,55436,0,10035,20748,-1,6488,52611,4,3938,33272,2,6685,29943,0,4266,31782,1,0
6875,2,3,2,42,5324,36835,0,8402,60729,0,2154,73057,0,186,36410,4,163,44113,8,4736,28596,1,1
76349,2,2,2,30,1270,21257,0,2755,56904,5,12038,47109,0,6451,1490,1,13343,41809,1,1373,43095,-1,0
15331,1,2,2,21,2194,41273,3,3205,27986,1,5462,47307,0,25398,40412,3,12284,12450,2,1135,3577,1,0
1177,1,4,1,34,18785,1240,0,1540,51561,0,8866,46925,0,4549,27661,8,19630,60539,0,9985,52443,-1,0
54824,1,3,2,27,1268,28818,2,1704,58948,2,2434,67188,3,6426,25901,0,1806,2382,1,991,49304,0,0
34961,1,5,1,51,4122,46748,-1,19862,21533,1,10,50752,5,2889,39242,-1,3885,45787,2,1177,57305,-1,0
66553,2,4,2,29,2557,4564,1,10984,19319,0,908,29404,0,5504,-1978,2,4322,71359,4,4875,56899,1,0
86085,1,3,2,24,7311,-11422,-1,1065,18573,0,13098,48468,4,5274,36422,1,4067,6225,7,1921,49077,5,1
4472,2,1,1,40,10101,-6787,0,1611,15739,1,168,48668,-1,8688,44080,0,2656,34138,8,2909,33886,3,0
13125,2,3,2,28,2083,66542,0,575,18478,0,4532,35753,2,6212,9289,5,21675,62796,1,3776,41172,-1,0
81789,2,2,1,27,5399,38464,0,22490,58495,0,2630,60451,1,6912,67087,3,10888,48046,-1,13369,26965,2,0
42032,2,5,1,40,3981,29350,0,11887,51156,0,2806,41829,0,4066,48857,0,4712,56669,1,1509,43873,2,0
130627,2,2,1,24,1631,58903,3,4015,6079,4,2560,54105,3,3313,65813,3,5216,26254,0,227,24197,3,1
105639,1,2,1,21,1586,31911,0,5902,29796,-1,349,50195,0,3069,48684,3,6263,21185,2,615,42739,2,0
186823,2,3,1,52,3867,45369,-1,6890,16843,3,652,25484,1,2487,47216,0,4627,36006,0,264,31196,-1,0
117925,2,2,1,40,836,40515,2,1139,57230,2,325,20408,2,1546,70441,-1,6146,45306,1,7014,23648,2,0
56199,2,2,2,32,8325,30580,2,13641,31007,-1,277,25694,0,169,66309,4,8477,51997,2,19797,61004,0,0
111769,1,3,2,34,357,45882,0,3740,9111,2,447,38376,4,5559,78832,-1,19055,48892,5,418,55863,1,0
32210,2,1,2,40,496,55465,2,485,43403,1,5963,71830,4,11561,37519,1,9454,59574,3,1674,41138,2,0
36573,2,1,1,44,2094,36301,3,2529,52129,3,606,39051,0,13330,24106,0,692,42316,-1,9613,5142,0,0
155582,1,2,3,27,628,30788,0,4602,20926,5,1515,47475,1,4344,16845,5,3952,19048,0,11388,22420,1,0
59134,2,4,2,38,3228,33149,1,2175,34701,0,5349,57460,1,494,20452,0,4997,12898,4,1218,38461,0,0
160137,2,3,1,29,2551,-5958,0,6006,21952,3,595,32822,1,10545,53567,0,1544,55166,2,12562,49459,3,0
172834,1,3,2,33,6397,45661,-1,10687,64880,0,12053,31706,1,6886,94527,2,3226,60117,0,4312,49791,6,0
194885,2,3,1,36,15288,15817,8,7389,31372,0,3245,61031,-1,1447,70171,0,13492,79426,1,26529,44636,1,0
248452,2,2,2,34,7003,52594,0,5145,25563,0,16491,51363,4,8136,36407,0,1498,88470,1,113,40610,1,0
56384,2,5,1,42,988,38191,0,3588,38973,2,1069,28720,0,3193,55327,0,1908,59447,3,7707,35692,-1,0
38399,2,1,1,39,13707,42102,8,1468,35849,0,155,31753,-1,10928,28932,1,11945,47331,3,284,27433,0,0
87274,2,3,2,21,2488,54006,2,3034,53769,1,4461,41706,2,1422,30176,0,495,31590,2,6629,73111,0,0
46389,1,4,1,21,3214,21469,1,1733,64320,3,1992,46592,2,8069,19311,0,10608,22524,2,14409,60650,2,0
91897,1,4,1,31,2737,47384,2,13592,64472,3,4247,64879,8,6222,20643,3,1810,41336,2,1978,51654,7,1
122276,1,2,3,53,1646,45352,2,11892,32361,4,3208,50639,2,72,51108,0,3450,37901,0,2069,17314,3,0
116605,2,2,3,26,11271,36304,3,846,46102,0,3054,20329,0,4142,69653,3,5147,78103,2,1367,16347,0,0
46928,2,4,2,32,2019,21436,-1,8647,69769,1,9525,24274,7,6285,60822,3,5198,51720,1,2821,39356,2,0
